threshold,fmr,fnmr
0.0,1.0,0.0
0.001,1.0,0.0
0.002,1.0,0.0
0.003,1.0,0.0
0.004,1.0,0.0
0.005,1.0,0.0
0.006,1.0,0.022222222222222223
0.007,1.0,0.022222222222222223
0.008,1.0,0.022222222222222223
0.009,1.0,0.022222222222222223
0.01,1.0,0.022222222222222223
0.011,1.0,0.022222222222222223
0.012,1.0,0.022222222222222223
0.013,1.0,0.022222222222222223
0.014,1.0,0.022222222222222223
0.015,1.0,0.022222222222222223
0.016,1.0,0.022222222222222223
0.017,1.0,0.022222222222222223
0.018,1.0,0.022222222222222223
0.019,1.0,0.022222222222222223
0.02,0.9166666666666666,0.022222222222222223
0.021,0.9166666666666666,0.022222222222222223
0.022,0.9166666666666666,0.022222222222222223
0.023,0.9166666666666666,0.022222222222222223
0.024,0.9166666666666666,0.022222222222222223
0.025,0.9166666666666666,0.022222222222222223
0.026,0.9166666666666666,0.022222222222222223
0.027,0.9166666666666666,0.022222222222222223
0.028,0.9166666666666666,0.022222222222222223
0.029,0.9166666666666666,0.022222222222222223
0.03,0.9166666666666666,0.022222222222222223
0.031,0.9166666666666666,0.022222222222222223
0.032,0.9166666666666666,0.022222222222222223
0.033,0.9166666666666666,0.022222222222222223
0.034,0.9166666666666666,0.022222222222222223
0.035,0.9166666666666666,0.022222222222222223
0.036,0.9166666666666666,0.022222222222222223
0.037,0.9166666666666666,0.022222222222222223
0.038,0.9166666666666666,0.022222222222222223
0.039,0.9166666666666666,0.022222222222222223
0.04,0.9166666666666666,0.022222222222222223
0.041,0.9166666666666666,0.022222222222222223
0.042,0.9166666666666666,0.022222222222222223
0.043,0.9166666666666666,0.022222222222222223
0.044,0.9166666666666666,0.022222222222222223
0.045,0.9166666666666666,0.022222222222222223
0.046,0.9166666666666666,0.022222222222222223
0.047,0.9166666666666666,0.022222222222222223
0.048,0.9166666666666666,0.022222222222222223
0.049,0.9166666666666666,0.022222222222222223
0.05,0.9166666666666666,0.022222222222222223
0.051,0.9166666666666666,0.022222222222222223
0.052,0.9166666666666666,0.022222222222222223
0.053,0.9166666666666666,0.022222222222222223
0.054,0.9166666666666666,0.022222222222222223
0.055,0.9166666666666666,0.022222222222222223
0.056,0.9166666666666666,0.022222222222222223
0.057,0.9166666666666666,0.022222222222222223
0.058,0.9166666666666666,0.022222222222222223
0.059,0.9166666666666666,0.022222222222222223
0.06,0.9166666666666666,0.022222222222222223
0.061,0.9166666666666666,0.022222222222222223
0.062,0.9166666666666666,0.022222222222222223
0.063,0.9166666666666666,0.022222222222222223
0.064,0.8333333333333334,0.022222222222222223
0.065,0.8333333333333334,0.022222222222222223
0.066,0.8333333333333334,0.022222222222222223
0.067,0.8333333333333334,0.022222222222222223
0.068,0.8333333333333334,0.044444444444444446
0.069,0.8333333333333334,0.044444444444444446
0.07,0.8333333333333334,0.044444444444444446
0.071,0.8333333333333334,0.044444444444444446
0.072,0.8333333333333334,0.044444444444444446
0.073,0.8333333333333334,0.044444444444444446
0.074,0.8333333333333334,0.044444444444444446
0.075,0.8333333333333334,0.044444444444444446
0.076,0.8333333333333334,0.044444444444444446
0.077,0.8333333333333334,0.044444444444444446
0.078,0.8333333333333334,0.044444444444444446
0.079,0.8333333333333334,0.044444444444444446
0.08,0.8333333333333334,0.044444444444444446
0.081,0.8333333333333334,0.044444444444444446
0.082,0.8333333333333334,0.044444444444444446
0.083,0.8333333333333334,0.044444444444444446
0.084,0.8333333333333334,0.044444444444444446
0.085,0.8333333333333334,0.044444444444444446
0.086,0.8333333333333334,0.044444444444444446
0.087,0.8333333333333334,0.044444444444444446
0.088,0.8333333333333334,0.044444444444444446
0.089,0.8333333333333334,0.044444444444444446
0.09,0.8333333333333334,0.044444444444444446
0.091,0.8333333333333334,0.044444444444444446
0.092,0.8333333333333334,0.044444444444444446
0.093,0.8333333333333334,0.044444444444444446
0.094,0.8333333333333334,0.044444444444444446
0.095,0.8333333333333334,0.044444444444444446
0.096,0.8333333333333334,0.044444444444444446
0.097,0.8333333333333334,0.044444444444444446
0.098,0.8333333333333334,0.044444444444444446
0.099,0.8333333333333334,0.044444444444444446
0.1,0.8333333333333334,0.044444444444444446
0.101,0.8333333333333334,0.044444444444444446
0.102,0.8333333333333334,0.044444444444444446
0.103,0.8333333333333334,0.044444444444444446
0.104,0.8333333333333334,0.044444444444444446
0.105,0.8333333333333334,0.044444444444444446
0.106,0.8333333333333334,0.044444444444444446
0.107,0.8333333333333334,0.044444444444444446
0.108,0.8333333333333334,0.044444444444444446
0.109,0.8333333333333334,0.044444444444444446
0.11,0.8333333333333334,0.044444444444444446
0.111,0.8333333333333334,0.044444444444444446
0.112,0.8333333333333334,0.044444444444444446
0.113,0.8333333333333334,0.044444444444444446
0.114,0.8333333333333334,0.044444444444444446
0.115,0.8333333333333334,0.044444444444444446
0.116,0.8333333333333334,0.044444444444444446
0.117,0.8333333333333334,0.044444444444444446
0.118,0.8333333333333334,0.044444444444444446
0.119,0.8333333333333334,0.044444444444444446
0.12,0.8333333333333334,0.044444444444444446
0.121,0.8333333333333334,0.044444444444444446
0.122,0.8333333333333334,0.044444444444444446
0.123,0.8333333333333334,0.044444444444444446
0.124,0.8333333333333334,0.044444444444444446
0.125,0.8333333333333334,0.044444444444444446
0.126,0.8333333333333334,0.06666666666666667
0.127,0.8333333333333334,0.06666666666666667
0.128,0.8333333333333334,0.06666666666666667
0.129,0.75,0.06666666666666667
0.13,0.75,0.06666666666666667
0.131,0.75,0.06666666666666667
0.132,0.75,0.06666666666666667
0.133,0.75,0.06666666666666667
0.134,0.75,0.06666666666666667
0.135,0.75,0.06666666666666667
0.136,0.75,0.06666666666666667
0.137,0.75,0.06666666666666667
0.138,0.6666666666666666,0.06666666666666667
0.139,0.6666666666666666,0.06666666666666667
0.14,0.6666666666666666,0.06666666666666667
0.141,0.6666666666666666,0.08888888888888889
0.142,0.6666666666666666,0.08888888888888889
0.143,0.6666666666666666,0.08888888888888889
0.144,0.6666666666666666,0.08888888888888889
0.145,0.6666666666666666,0.08888888888888889
0.146,0.6666666666666666,0.08888888888888889
0.147,0.6666666666666666,0.08888888888888889
0.148,0.6666666666666666,0.08888888888888889
0.149,0.6666666666666666,0.08888888888888889
0.15,0.6666666666666666,0.08888888888888889
0.151,0.6666666666666666,0.08888888888888889
0.152,0.6666666666666666,0.08888888888888889
0.153,0.6666666666666666,0.08888888888888889
0.154,0.6666666666666666,0.08888888888888889
0.155,0.6666666666666666,0.08888888888888889
0.156,0.6666666666666666,0.08888888888888889
0.157,0.6666666666666666,0.08888888888888889
0.158,0.6666666666666666,0.08888888888888889
0.159,0.6666666666666666,0.08888888888888889
0.16,0.6666666666666666,0.08888888888888889
0.161,0.6666666666666666,0.08888888888888889
0.162,0.6666666666666666,0.08888888888888889
0.163,0.6666666666666666,0.08888888888888889
0.164,0.6666666666666666,0.08888888888888889
0.165,0.6666666666666666,0.08888888888888889
0.166,0.6666666666666666,0.08888888888888889
0.167,0.6666666666666666,0.08888888888888889
0.168,0.6666666666666666,0.08888888888888889
0.169,0.6666666666666666,0.08888888888888889
0.17,0.6666666666666666,0.08888888888888889
0.171,0.6666666666666666,0.08888888888888889
0.172,0.5833333333333334,0.08888888888888889
0.173,0.5833333333333334,0.08888888888888889
0.174,0.5833333333333334,0.08888888888888889
0.175,0.5833333333333334,0.08888888888888889
